date,htime,after_auth,close_coindesk,ret_coindesk,vol,fret,flow,flow_scaled,netflow_lsg,netflow_plbt,netflow_oth_noplbt,price_dist,round_prc_dist,below_cutoff,in_bandwidth,inst,lag_ret,vol,vol_x_lagret,hour_of_day,day_of_week,lag_ret_eth,lag_ret_xrp,lag_ret_neg,netflow_bitt,netflow_huob,netflow_krak,netflow_aggplbt,lag_ret_neg
2017-06-14,2017-06-14 11:00:00,0,2764.3975,-0.006767733,0.03480725,-121.48467,10.216631,0.10216631,4.1785107,6.0381207,-33.08364,-216.76636,-215.0,,0,,0.0033828595,0.03480725,0.00011774804,11,2,0.004195555,0.026506111,1,-0.006474691,-3.0,-30.08364,10.216631,1
2017-06-14,2017-06-14 12:00:00,0,2755.6338,-0.0031701925,0.034635108,-134.9503,37.520382,0.37520382,33.614445,3.9059355,-96.67179,-235.60254,-235.0,,0,,-0.006767733,0.034635108,-0.00023440116,12,2,-0.008702103,0.04090581,1,-1.2389028,4.65,-101.321785,37.520382,1
2017-06-14,2017-06-14 13:00:00,0,2652.5264,-0.037416954,0.033220246,-88.481804,139.22408,1.3922408,117.80119,21.422876,144.27312,-244.36621,-245.0,,0,,-0.0031701925,0.033220246,-0.000105314575,13,2,-0.00867117,0.034105256,1,9.084615,0.0,144.27313,139.22408,1
2017-06-14,2017-06-14 14:00:00,0,2663.5125,0.0041417438,0.060976025,-82.02411,331.13306,3.3113306,179.14513,151.9879,12.379028,152.52637,155.0,,0,,-0.037416954,0.060976025,-0.002281537,14,2,-0.0701925,-0.046586554,0,15.567989,5.79875,6.5802803,331.13306,0
2017-06-14,2017-06-14 15:00:00,0,2644.3088,-0.007209883,0.06092581,-41.693054,37.650818,0.37650818,30.110415,7.5404034,-2.26229,163.51245,165.0,,0,,0.0041417438,0.06092581,0.0002523391,15,2,0.03494976,-0.019573716,1,7.482438,0.0,-2.2622902,37.650818,1
2017-06-14,2017-06-14 16:00:00,0,2582.23,-0.023476401,0.061142065,-10.325142,-0.0460968,-0.000460968,-46.755016,46.708916,-1.7893105,144.30884,145.0,,0,,-0.007209883,0.061142065,-0.00044082713,16,2,-0.005093563,-0.0036298493,1,7.0179787,0.0,-1.5896116,-0.0460968,1
2017-06-14,2017-06-14 17:00:00,0,2597.9275,0.0060790516,0.06319341,-15.409151,233.54198,2.3354197,228.1231,5.418886,-87.249626,82.22998,85.0,,0,,-0.023476401,0.06319341,-0.0014835539,17,2,-0.021355486,-0.030893702,0,-7.6755,2.7681,-89.95344,233.54198,0
2017-06-14,2017-06-14 18:00:00,0,2610.63,0.0048894333,0.06467454,-143.44986,239.73466,2.3973467,227.83638,11.898278,-15.356726,97.92749,95.0,,0,,0.0060790516,0.06467454,0.0003931599,18,2,0.009277789,0.024247313,0,0.54203725,4.763693,-20.120419,239.73466,0
2017-06-14,2017-06-14 19:00:00,0,2573.9087,-0.0140660275,0.06598135,-185.2168,190.0715,1.900715,191.67035,-1.5988497,-0.29349172,110.62988,115.0,,0,,0.0048894333,0.06598135,0.00032261142,19,2,0.015148848,-0.0070102066,1,-1.1260375,0.0,-0.2934917,190.0715,1
2017-06-14,2017-06-14 20:00:00,0,2585.63,0.004553849,0.06599495,-109.91115,226.09737,2.2609737,254.99748,-28.90011,-2.843176,73.90869,75.0,,0,,-0.0140660275,0.06599495,-0.00092828675,20,2,-0.0071933987,0.0016263222,0,1.6426502,0.0,-1.7915919,226.09737,0
2017-06-14,2017-06-14 21:00:00,0,2498.9524,-0.033522777,0.06645425,-11.891521,-2095.9531,-20.959532,-2161.1907,65.23741,-0.3170166,85.62988,85.0,,0,,0.004553849,0.06645425,0.0003026226,21,2,-0.0040916135,0.03324841,1,0.69301564,0.0,-0.2670662,-2095.9531,1
2017-06-14,2017-06-14 22:00:00,0,2432.49,-0.026596107,0.07368372,127.42539,273.04678,2.7304678,255.6118,17.43496,36.137314,-1.0476074,-5.0,1.0,1,0.0,-0.033522777,0.07368372,-0.0024700828,22,2,-0.036262456,-0.07142861,1,5.554911,-0.6861,36.885387,273.04678,1
