fret,high_flow,price_dist,lag_ret,vol,vol_x_lagret,hour_of_day,day_of_week,lag_ret_eth,lag_ret_xrp,lag_ret_neg,netflow_bitt,netflow_huob,netflow_krak,netflow_aggplbt
28.200981,0,198.10303,-0.0015566376,0.0347052,-5.4023418e-05,6,4,-0.012376425,0.0079113785,1,0.0,0.0,0.0,-55.416313
21.630234,0,189.99902,0.0031392374,0.035266098,0.00011070865,8,4,0.0034623486,-0.004709612,1,0.4499,0.0,-6.331037,-46.295685
167.90262,1,200.11096,0.0031605042,0.033498418,0.00010587189,11,4,-0.018821659,-0.0015503993,1,0.0,0.0,0.00225,24.142
22.04058,1,154.29102,0.0036746396,0.059649475,0.00021919032,13,4,0.06474505,0.030405402,1,-77.5,0.0,-0.43720874,500.42932
-122.27614,1,163.92603,0.015460646,0.06215251,0.0009609179,15,4,0.025735172,0.023026261,1,0.0,0.0,0.0,137.42816
-80.15405,1,156.94897,-0.0059944107,0.062706634,-0.00037588933,16,4,-0.03999655,-0.008038572,1,0.0,0.0,0.0,105.37714
-78.509186,1,153.64697,-0.0028540601,0.062549636,-0.00017852042,17,4,0.007393226,0.0,1,3.9955423,0.0,-1.985535,213.73819
-20.793348,1,137.44702,-0.014042382,0.063201055,-0.00088749337,18,4,-0.026344549,-0.006482956,1,0.13557243,0.0,0.0,107.3373
-118.77507,0,125.84802,0.009782564,0.063069195,0.00061697845,20,4,0.08649772,0.0016583875,1,0.0,0.0,-0.1,10.502876
-73.93317,1,110.593994,-0.013548923,0.060929377,-0.0008255274,21,4,-0.00019652228,-0.004966848,1,-42.951717,0.0,-52.11219,112.77959
-27.209038,0,107.849,-0.0024716458,0.060759626,-0.00015017627,22,4,-0.002860211,0.008319453,1,0.0,0.0,-24.5195,-29.720783
-34.43242,0,85.94397,-0.019772576,0.061510388,-0.0012162188,23,4,-0.019969318,-0.009900989,1,1.9183708,0.0,0.0,-98.65793
-18.740414,0,83.170044,0.010980922,0.06186563,0.00067934167,1,5,-0.04432251,0.026800718,1,0.0,0.0,0.0,-6.932148
28.702375,0,76.936035,-0.005755337,0.061920438,-0.000356373,2,5,0.003093435,-0.0032626675,1,0.0,0.0,0.0,-16.879745
