depvar,bandwidth,time,coef,se,t_stat,n_obs,method,path,pvalue,ci_lower,ci_upper,ci_width,auto_bw
approved,0.01,1,0.03828903733129475,0.0153666188482303,2.491702157088663,2571285,paper_rdd,paper_rdd,,,,,
approved,0.01,2,0.05258384812246155,0.028389138036911062,1.8522523668768298,2571285,paper_rdd,paper_rdd,,,,,
approved,0.01,3,0.06480854520382688,0.027918171629972836,2.321374983390699,2571285,paper_rdd,paper_rdd,,,,,
approved,0.01,4,0.020758400649424424,0.04445619440037251,0.4669405676625007,2571285,paper_rdd,paper_rdd,,,,,
approved,0.02,1,0.03485406620179213,0.00825794015978879,4.22067313729282,2571285,paper_rdd,paper_rdd,,,,,
approved,0.02,2,0.05006775905312123,0.01674806799270653,2.9894647594531385,2571285,paper_rdd,paper_rdd,,,,,
approved,0.02,3,0.06086312454556433,0.01941310430343408,3.1351567268300284,2571285,paper_rdd,paper_rdd,,,,,
approved,0.02,4,0.026355128304029442,0.03628294420014246,0.7263778859469172,2571285,paper_rdd,paper_rdd,,,,,
approved,0.03,1,0.030028614314636583,0.006349256450666808,4.729469434406439,2571285,paper_rdd,paper_rdd,,,,,
approved,0.03,2,0.042484210524015735,0.01210010468227384,3.511061403150782,2571285,paper_rdd,paper_rdd,,,,,
approved,0.03,3,0.05826497715582658,0.01648947949730414,3.5334636951610454,2571285,paper_rdd,paper_rdd,,,,,
approved,0.03,4,0.02841036633611142,0.030724398249194745,0.9246842234528068,2571285,paper_rdd,paper_rdd,,,,,
approved,0.04,1,0.026821282483963996,0.006885675721493755,3.8952288154147165,2571285,paper_rdd,paper_rdd,,,,,
approved,0.04,2,0.03599555687922658,0.01031226468353157,3.490557892361955,2571285,paper_rdd,paper_rdd,,,,,
approved,0.04,3,0.057049428443014104,0.015081501316258463,3.78274199939979,2571285,paper_rdd,paper_rdd,,,,,
approved,0.04,4,0.029133290926502502,0.026727065125705867,1.0900295557884636,2571285,paper_rdd,paper_rdd,,,,,
approved,0.05,1,0.024159305981207357,0.006855751681149025,3.5239470600484544,2571285,paper_rdd,paper_rdd,,,,,
approved,0.05,2,0.031036307530407627,0.00901963984176598,3.440969714410564,2571285,paper_rdd,paper_rdd,,,,,
approved,0.05,3,0.0553381650700005,0.014043829276368405,3.9403900446951603,2571285,paper_rdd,paper_rdd,,,,,
approved,0.05,4,0.0289384998104368,0.024133124872225124,1.1991194660307831,2571285,paper_rdd,paper_rdd,,,,,
approved,0.1,1,0.014040669734177148,0.005732786944037586,2.4491874320883698,2571285,paper_rdd,paper_rdd,,,,,
approved,0.1,2,0.017589007683909245,0.004814616719885803,3.6532519008753903,2571285,paper_rdd,paper_rdd,,,,,
approved,0.1,3,0.04652766970700872,0.0108736713020525,4.278929205651656,2571285,paper_rdd,paper_rdd,,,,,
approved,0.1,4,0.025594904454452467,0.020066535761393986,1.2755018982247306,2571285,paper_rdd,paper_rdd,,,,,
approved,0.15,1,0.010247950360357385,0.00568936887082803,1.8012455499068212,2571285,paper_rdd,paper_rdd,,,,,
approved,0.15,2,0.013388122481144658,0.004610912645909299,2.9035732205905718,2571285,paper_rdd,paper_rdd,,,,,
approved,0.15,3,0.04277749518714349,0.009715224629079599,4.403140104357643,2571285,paper_rdd,paper_rdd,,,,,
approved,0.15,4,0.024121489266888597,0.01916977595852834,1.258308355771749,2571285,paper_rdd,paper_rdd,,,,,
approved,0.2,1,0.008767020635972822,0.005740482052083278,1.5272272531173898,2571285,paper_rdd,paper_rdd,,,,,
approved,0.2,2,0.011825297974135035,0.0049461373980302535,2.390814694885818,2571285,paper_rdd,paper_rdd,,,,,
approved,0.2,3,0.041278723255571394,0.009330871644427828,4.423887159590503,2571285,paper_rdd,paper_rdd,,,,,
approved,0.2,4,0.023594734042284522,0.01886694945540172,1.2505855330803999,2571285,paper_rdd,paper_rdd,,,,,
originated,0.01,1,0.04572442193095825,0.02701227534759052,1.692727522675606,2571285,paper_rdd,paper_rdd,,,,,
originated,0.01,2,0.024640608979150696,0.04478112425778272,0.550245430134959,2571285,paper_rdd,paper_rdd,,,,,
originated,0.01,3,0.050100436644294075,0.03308563838880978,1.5142653756754787,2571285,paper_rdd,paper_rdd,,,,,
originated,0.01,4,-0.008256109523680655,0.052489681763186934,-0.1572901424879849,2571285,paper_rdd,paper_rdd,,,,,
originated,0.02,1,0.04264659525364339,0.018321884657543974,2.3276314664541786,2571285,paper_rdd,paper_rdd,,,,,
originated,0.02,2,0.04081111768094648,0.025251186772142904,1.6162059252585026,2571285,paper_rdd,paper_rdd,,,,,
originated,0.02,3,0.060665901041572844,0.027045408205621672,2.243112789436944,2571285,paper_rdd,paper_rdd,,,,,
originated,0.02,4,0.0059991401237305285,0.04460074016986857,0.13450763599173263,2571285,paper_rdd,paper_rdd,,,,,
originated,0.03,1,0.035579483906935376,0.012893523163315332,2.7594850109057987,2571285,paper_rdd,paper_rdd,,,,,
originated,0.03,2,0.039260164663202646,0.01763442971964855,2.226335939826757,2571285,paper_rdd,paper_rdd,,,,,
originated,0.03,3,0.06083437103866919,0.022552513677074965,2.697454124615316,2571285,paper_rdd,paper_rdd,,,,,
originated,0.03,4,0.014002851269372415,0.03662993888043467,0.38227885978952114,2571285,paper_rdd,paper_rdd,,,,,
originated,0.04,1,0.03044239617892824,0.010962944671198762,2.776844825177747,2571285,paper_rdd,paper_rdd,,,,,
originated,0.04,2,0.03488172822121555,0.014771790606993782,2.361374402687553,2571285,paper_rdd,paper_rdd,,,,,
originated,0.04,3,0.06038675772170087,0.020005297080334574,3.0185384140614295,2571285,paper_rdd,paper_rdd,,,,,
