approved,diff_log_loan_amount,below_limit,applicant_income_log,log_loan_amount,agency_1,agency_2,agency_3,agency_5,agency_7,agency_9,loan_purpose,occupancy,year
1.0,-0.0416216746908197,1.0,5.062595033026967,5.991464547107982,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0416216746908197,1.0,4.61512051684126,5.991464547107982,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1469821903486456,1.0,4.418840607796598,5.886104031450156,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,0.0,1.0,3.871201010907891,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1815218766233899,0.0,5.3612921657094255,6.214608098422191,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0416216746908197,1.0,4.605170185988092,5.991464547107982,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.13318886821631,1.0,5.043425116919247,5.899897353582492,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1866474467410768,1.0,4.852030263919617,5.846438775057725,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1302285822358397,0.0,5.424950017481403,6.163314804034641,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.05141319127637,0.0,4.6913478822291435,6.084499413075172,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.031671343837651,1.0,6.396929655216146,6.001414877961151,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1196464729053028,0.0,7.090076835776092,6.152732694704104,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1553504400191627,1.0,4.663439094112067,5.877735781779639,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.158155490946771,1.0,4.969813299576001,5.87493073085203,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.288267030694535,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0416216746908197,1.0,4.912654885736052,5.991464547107982,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1751530673153425,1.0,4.584967478670572,5.857933154483459,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1815218766233899,0.0,5.303304908059076,6.214608098422191,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0929149690783699,1.0,6.1092475827643655,5.940171252720432,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.056245805348308,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,4.624972813284271,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1531224021016921,0.0,5.703782474656201,6.186208623900494,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1115078021549855,1.0,6.013715156042802,5.921578419643816,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,6.198478716492308,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0416216746908197,1.0,5.501258210544727,5.991464547107982,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0416216746908197,1.0,5.579729825986222,5.991464547107982,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,0.076161360965564,0.0,5.5053315359323625,6.1092475827643655,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0023952107259548,0.0,5.049856007249537,6.035481432524756,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0798428875110168,1.0,5.288267030694535,5.953243334287785,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.031671343837651,1.0,5.3471075307174685,6.001414877961151,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.13318886821631,1.0,5.41610040220442,5.899897353582492,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1609684323233855,1.0,5.720311776607412,5.872117789475416,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.076161360965564,0.0,5.683579767338681,6.1092475827643655,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0047846981233359,0.0,5.568344503761097,6.037870919922137,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.159055299214529,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0559586536480445,0.0,5.796057750765372,6.089044875446846,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1815218766233899,0.0,6.169610732491456,6.214608098422191,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1469821903486456,1.0,5.41610040220442,5.886104031450156,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1694550462007047,1.0,5.529429087511423,5.863631175598097,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0669394826751093,1.0,5.337538079701318,5.966146739123692,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1250032836298702,1.0,5.225746673713202,5.908082938168931,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1815218766233899,0.0,6.396929655216146,6.214608098422191,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0283706971292154,0.0,5.272999558563747,6.061456918928017,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1195832161605316,1.0,5.19295685089021,5.91350300563827,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1525532353981011,1.0,5.5053315359323625,5.8805329864007,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.031671343837651,1.0,5.247024072160486,6.001414877961151,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.02181904739464,1.0,5.017279836814924,6.0112671744041615,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1895418047674413,1.0,5.1647859739235145,5.84354441703136,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1277243737442308,1.0,5.480638923341991,5.905361848054571,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0798428875110168,1.0,4.605170185988092,5.953243334287785,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.13318886821631,1.0,5.075173815233827,5.899897353582492,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1061601958283908,1.0,5.521460917862246,5.926926025970411,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1751530673153425,1.0,5.521460917862246,5.857933154483459,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1034970784089068,1.0,4.867534450455582,5.929589143389895,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0120628724492748,1.0,5.123963979403259,6.021023349349527,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.13318886821631,1.0,4.762173934797756,5.899897353582492,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1633579059957188,0.0,5.356586274672012,6.19644412779452,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,6.507277712385012,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1153820741188456,0.0,5.318119993844216,6.148468295917647,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1406998821031351,0.0,5.521460917862246,6.173786103901937,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1132430358700959,0.0,4.983606621708336,6.1463292576688975,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1694492953891213,0.0,4.727387818712341,6.202535517187923,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0416216746908197,1.0,5.4116460518550396,5.991464547107982,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1061601958283908,1.0,5.298317366548036,5.926926025970411,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0023952107259548,0.0,5.5134287461649825,6.035481432524756,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0929149690783699,1.0,4.844187086458591,5.940171252720432,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.158155490946771,1.0,5.075173815233827,5.87493073085203,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1034970784089068,1.0,5.056245805348308,5.929589143389895,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1510626691386818,0.0,5.857933154483459,6.184148890937483,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0937829623153838,0.0,3.58351893845611,6.126869184114185,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.497168225293202,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0516720105443209,1.0,4.477336814478207,5.981414211254481,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1815218766233899,0.0,6.238324625039508,6.214608098422191,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1034970784089068,1.0,4.382026634673881,5.929589143389895,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0798428875110168,1.0,4.890349128221754,5.953243334287785,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1238927637867535,0.0,5.056245805348308,6.156978985585555,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,4.948759890378168,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0542004568976794,1.0,4.382026634673881,5.978885764901122,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0929149690783699,1.0,5.153291594497779,5.940171252720432,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1525532353981011,1.0,5.19295685089021,5.8805329864007,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.195355774632862,1.0,4.804021044733257,5.83773044716594,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,0.1734897049261263,0.0,5.537334267018537,6.206575926724928,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.1751530673153425,1.0,4.770684624465665,5.857933154483459,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.1222895777582744,1.0,4.787491742782046,5.910796644040527,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.1469821903486456,1.0,4.672828834461906,5.886104031450156,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.0416216746908197,1.0,4.941642422609304,5.991464547107982,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0416216746908197,1.0,4.8283137373023015,5.991464547107982,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,0.1089511837885544,0.0,5.093750200806762,6.142037405587356,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.1982754847361967,1.0,6.214608098422191,5.834810737062605,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,0.1674229522438883,0.0,5.298317366548036,6.20050917404269,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.1088304243842692,1.0,4.787491742782046,5.924255797414532,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,0.0166472334331562,0.0,5.0106352940962555,6.049733455231958,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.1837614418519422,1.0,4.477336814478207,5.849324779946859,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.0516720105443209,1.0,4.718498871295094,5.981414211254481,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0618243820083392,1.0,5.3471075307174685,5.971261839790462,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0618243820083392,1.0,5.3471075307174685,5.971261839790462,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0516720105443209,1.0,5.056245805348308,5.981414211254481,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0144930073025673,1.0,5.262690188904886,6.018593214496234,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1115078021549855,1.0,5.375278407684165,5.921578419643816,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0441248049089377,1.0,5.802118375377063,5.988961416889864,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0120628724492748,1.0,5.0106352940962555,6.021023349349527,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1924445644254033,1.0,5.214935757608986,5.840641657373398,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1751530673153425,1.0,4.709530201312334,5.857933154483459,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.1250032836298702,1.0,5.517452896464707,5.908082938168931,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,0.0894065877155849,0.0,5.117993812416755,6.1224928095143865,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.3471075307174685,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1653924946935063,0.0,5.616771097666572,6.198478716492308,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,0.1653924946935063,0.0,5.616771097666572,6.198478716492308,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1694550462007047,1.0,4.927253685157205,5.863631175598097,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.111987788356544,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,0.1694492953891213,0.0,5.298317366548036,6.202535517187923,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.180883742024327,1.0,4.700480365792417,5.8522024797744745,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0516720105443209,1.0,5.272999558563747,5.981414211254481,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.158155490946771,1.0,4.477336814478207,5.87493073085203,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.1088304243842692,1.0,5.093750200806762,5.924255797414532,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.180883742024327,1.0,4.709530201312334,5.8522024797744745,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1751530673153425,1.0,5.0238805208462765,5.857933154483459,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,6.214608098422191,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1895418047674413,1.0,5.0689042022202315,5.84354441703136,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1304528883974356,1.0,4.653960350157523,5.902633333401366,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1469821903486456,1.0,5.293304824724492,5.886104031450156,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,6.218600119691729,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.158155490946771,1.0,4.890349128221754,5.87493073085203,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0805959580334301,0.0,5.176149732573829,6.113682179832232,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.0169290621004476,1.0,5.135798437050262,6.016157159698354,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,4.844187086458591,6.0330862217988015,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0695068781803556,1.0,4.882801922586371,5.963579343618446,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1304528883974356,1.0,6.018593214496234,5.902633333401366,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1780142995963745,1.0,4.653960350157523,5.855071922202427,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,4.969813299576001,6.0330862217988015,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,0.1238927637867535,0.0,5.950642552587727,6.156978985585555,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.14144200997303,1.0,5.111987788356544,5.891644211825772,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.0929149690783699,1.0,3.58351893845611,5.940171252720432,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0618243820083392,1.0,4.709530201312334,5.971261839790462,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.0850512326181558,1.0,5.41610040220442,5.948034989180646,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.02181904739464,1.0,5.19295685089021,6.0112671744041615,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1168841591913665,1.0,4.997212273764115,5.916202062607435,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0850512326181558,1.0,5.480638923341991,5.948034989180646,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0981920261792135,1.0,8.1886891244442,5.934894195619588,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.158155490946771,1.0,5.087596335232384,5.87493073085203,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0120628724492748,1.0,5.3471075307174685,6.021023349349527,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0416216746908197,1.0,5.3471075307174685,5.991464547107982,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1924445644254033,1.0,4.605170185988092,5.840641657373398,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.19295685089021,6.0330862217988015,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.905361848054571,6.0330862217988015,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,0.0095466118835796,0.0,4.418840607796598,6.042632833682381,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0416216746908197,1.0,4.8283137373023015,5.991464547107982,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,4.6443908991413725,6.0330862217988015,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1815218766233899,0.0,5.049856007249537,6.214608098422191,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0929149690783699,1.0,5.5053315359323625,5.940171252720432,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1250032836298702,1.0,5.241747015059643,5.908082938168931,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0672327302212627,0.0,5.5053315359323625,6.100318952020064,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0416216746908197,1.0,5.991464547107982,5.991464547107982,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1386143756121134,0.0,5.087596335232384,6.171700597410915,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1489986849178306,0.0,5.521460917862246,6.182084906716632,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1153820741188456,0.0,5.318119993844216,6.148468295917647,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0592766099295403,1.0,4.804021044733257,5.973809611869261,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1837614418519422,1.0,4.406719247264253,5.849324779946859,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.076161360965564,0.0,5.968707559985366,6.1092475827643655,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1153820741188456,0.0,5.389071729816501,6.148468295917647,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.375278407684165,6.0330862217988015,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0669394826751093,1.0,5.303304908059076,5.966146739123692,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0695068781803556,1.0,4.77912349311153,5.963579343618446,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0466342165143638,1.0,4.718498871295094,5.986452005284438,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1115078021549855,1.0,4.59511985013459,5.921578419643816,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1637893086650272,1.0,5.54907608489522,5.869296913133774,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.158155490946771,1.0,4.820281565605037,5.87493073085203,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.180883742024327,1.0,4.7535901911063645,5.8522024797744745,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0850512326181558,1.0,4.634728988229636,5.948034989180646,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.172299998332936,1.0,5.209486152841421,5.860786223465865,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1982754847361967,1.0,4.624972813284271,5.834810737062605,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.241747015059643,6.0330862217988015,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1141923675256553,1.0,4.61512051684126,5.918893854273146,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1195832161605316,1.0,5.147494476813453,5.91350300563827,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1260091666931311,0.0,5.135798437050262,6.159095388491933,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.031671343837651,1.0,5.552959584921617,6.001414877961151,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1734897049261263,0.0,5.905361848054571,6.206575926724928,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0096386288377683,1.0,5.075173815233827,6.023447592961033,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.195355774632862,1.0,5.703782474656201,5.83773044716594,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0618243820083392,1.0,5.662960480135946,5.971261839790462,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0798428875110168,1.0,4.584967478670572,5.953243334287785,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.0144930073025673,1.0,5.817111159963204,6.018593214496234,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.157229184054346,0.0,5.717027701406222,6.190315405853148,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.1510626691386818,0.0,5.720311776607412,6.184148890937483,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1222895777582744,1.0,5.288267030694535,5.910796644040527,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1469821903486456,1.0,4.997212273764115,5.886104031450156,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1141923675256553,1.0,5.877735781779639,5.918893854273146,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1525532353981011,1.0,4.976733742420574,5.8805329864007,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.5093883366279774,6.0330862217988015,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1222895777582744,1.0,4.442651256490317,5.910796644040527,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0746615287690195,1.0,4.727387818712341,5.958424693029782,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.195355774632862,1.0,4.804021044733257,5.83773044716594,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1469821903486456,1.0,4.68213122712422,5.886104031450156,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1866474467410768,1.0,4.8283137373023015,5.846438775057725,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.1751530673153425,1.0,4.770684624465665,5.857933154483459,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1250032836298702,1.0,4.990432586778736,5.908082938168931,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0416216746908197,1.0,5.991464547107982,5.991464547107982,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0929149690783699,1.0,5.780743515792329,5.940171252720432,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0416216746908197,1.0,5.267858159063328,5.991464547107982,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1222895777582744,1.0,4.787491742782046,5.910796644040527,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1924445644254033,1.0,5.25227342804663,5.840641657373398,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,0.0071684894786123,0.0,4.836281906951478,6.040254711277414,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0416216746908197,1.0,4.5217885770490405,5.991464547107982,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0929149690783699,1.0,5.19295685089021,5.940171252720432,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
0.0,-0.1751530673153425,1.0,4.919980925828125,5.857933154483459,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0915971690954036,0.0,5.225746673713202,6.124683390894205,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.180883742024327,1.0,5.480638923341991,5.8522024797744745,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1866474467410768,1.0,5.41610040220442,5.846438775057725,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1469821903486456,1.0,4.969813299576001,5.886104031450156,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.172299998332936,1.0,5.0106352940962555,5.860786223465865,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.19295685089021,6.0330862217988015,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.41610040220442,6.0330862217988015,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,0.0,1.0,5.0106352940962555,6.0330862217988015,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.0169290621004476,1.0,4.736198448394496,6.016157159698354,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1469821903486456,1.0,4.969813299576001,5.886104031450156,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
1.0,-0.1061601958283908,1.0,5.19295685089021,5.926926025970411,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2006
