originated,diff_log_loan_amount,below_limit,applicant_income_log,log_loan_amount,agency_1,agency_2,agency_3,agency_5,agency_7,agency_9,loan_purpose,occupancy,year
1.0,0.1510626691386818,0.0,4.700480365792417,6.184148890937483,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.0720808821755278,1.0,4.605170185988092,5.961005339623274,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.0416216746908197,1.0,4.912654885736052,5.991464547107982,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.0872111971521487,0.0,4.787491742782046,6.12029741895095,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.0805959580334301,0.0,5.365976015021851,6.113682179832232,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.0071684894786123,0.0,5.662960480135946,6.040254711277414,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.1088304243842692,1.0,4.653960350157523,5.924255797414532,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.157229184054346,0.0,4.969813299576001,6.190315405853148,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
0.0,-0.1250032836298702,1.0,4.795790545596741,5.908082938168931,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
0.0,-0.1250032836298702,1.0,4.770684624465665,5.908082938168931,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.1666181648655049,1.0,4.77912349311153,5.8664680569332965,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.1751530673153425,1.0,5.420534999272286,5.857933154483459,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.1751530673153425,1.0,4.584967478670572,5.857933154483459,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2016
1.0,-0.0542004568976794,1.0,4.9344739331306915,5.978885764901122,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2016
1.0,-0.158155490946771,1.0,5.8998973535824915,5.87493073085203,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2016
1.0,-0.1609684323233855,1.0,4.672828834461906,5.872117789475416,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2016
0.0,0.0,1.0,6.335054251498059,6.0330862217988015,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2016
1.0,-0.1168841591913665,1.0,5.262690188904886,5.916202062607435,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.0,1.0,4.2626798770413155,6.0330862217988015,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.1551779012837881,0.0,4.653960350157523,6.18826412308259,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.0120628724492748,1.0,5.0106352940962555,6.021023349349527,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2016
1.0,-0.0416216746908197,1.0,4.969813299576001,5.991464547107982,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.0,1.0,5.480638923341991,6.0330862217988015,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.0805959580334301,0.0,4.859812404361672,6.113682179832232,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.0169290621004476,1.0,4.8283137373023015,6.016157159698354,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
0.0,0.0536885051135049,0.0,4.976733742420574,6.0867747269123065,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.1815218766233899,0.0,5.298317366548036,6.214608098422191,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.1751530673153425,1.0,4.875197323201151,5.857933154483459,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.0416216746908197,1.0,5.568344503761097,5.991464547107982,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0169290621004476,1.0,5.820082930352362,6.016157159698354,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1837614418519422,1.0,4.634728988229636,5.849324779946859,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1277243737442308,1.0,4.897839799950911,5.905361848054571,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1837614418519422,1.0,4.465908118654584,5.849324779946859,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1141923675256553,1.0,4.897839799950911,5.918893854273146,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1277243737442308,1.0,4.90527477843843,5.905361848054571,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.195355774632862,1.0,5.093750200806762,5.83773044716594,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,4.727387818712341,6.0330862217988015,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2016
1.0,-0.1609684323233855,1.0,4.882801922586371,5.872117789475416,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2016
1.0,-0.0120628724492748,1.0,4.812184355372417,6.021023349349527,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0805959580334301,0.0,5.438079308923196,6.113682179832232,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
0.0,-0.172299998332936,1.0,0.0,5.860786223465865,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1061601958283908,1.0,4.804021044733257,5.926926025970411,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.1067983304274537,0.0,4.867534450455582,6.139884552226255,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1359323541620609,1.0,4.48863636973214,5.8971538676367405,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
0.0,-0.0416216746908197,1.0,5.420534999272286,5.991464547107982,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1304528883974356,1.0,5.1298987149230735,5.902633333401366,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.158155490946771,1.0,5.298317366548036,5.87493073085203,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0193710657559993,1.0,4.499809670330265,6.013715156042802,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0024009615375382,1.0,4.276666119016055,6.030685260261263,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.158155490946771,1.0,5.293304824724492,5.87493073085203,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0876656131922262,1.0,4.787491742782046,5.945420608606575,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.030437921392435,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1751530673153425,1.0,5.420534999272286,5.857933154483459,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0120628724492748,1.0,5.730099782973574,6.021023349349527,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.860786223465865,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1008410343507906,1.0,4.61512051684126,5.932245187448011,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1195832161605316,1.0,4.820281565605037,5.91350300563827,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.1694550462007047,1.0,4.0943445622221,5.863631175598097,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.0441248049089377,1.0,4.663439094112067,5.988961416889864,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0416216746908197,1.0,4.736198448394496,5.991464547107982,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1553504400191627,1.0,4.820281565605037,5.877735781779639,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.247024072160486,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.480638923341991,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.484796933490655,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1168841591913665,1.0,4.543294782270004,5.916202062607435,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1222895777582744,1.0,4.718498871295094,5.910796644040527,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.313205979041787,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1061601958283908,1.0,4.74493212836325,5.926926025970411,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.138683387533951,1.0,5.236441962829949,5.8944028342648505,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.459585514144159,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1694550462007047,1.0,5.003946305945459,5.863631175598097,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,4.983606621708336,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1924445644254033,1.0,3.9318256327243257,5.840641657373398,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1168841591913665,1.0,5.424950017481403,5.916202062607435,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.172299998332936,1.0,5.111987788356544,5.860786223465865,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0267330621970689,1.0,5.062595033026967,6.0063531596017325,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.062595033026967,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,4.787491742782046,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1222895777582744,1.0,4.74493212836325,5.910796644040527,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.14144200997303,1.0,4.653960350157523,5.891644211825772,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.298317366548036,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.075173815233827,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0824436692110746,1.0,4.499809670330265,5.950642552587727,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
0.0,-0.1694550462007047,1.0,4.276666119016055,5.863631175598097,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
0.0,-0.0072202479734873,1.0,4.30406509320417,6.025865973825314,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0072202479734873,1.0,4.875197323201151,6.025865973825314,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.8944028342648505,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0441248049089377,1.0,5.0106352940962555,5.988961416889864,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
0.0,0.0,1.0,5.247024072160486,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.13318886821631,1.0,4.564348191467836,5.899897353582492,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.1217718722176162,0.0,4.919980925828125,6.154858094016418,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,4.68213122712422,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.158155490946771,1.0,5.176149732573829,5.87493073085203,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.198497031265826,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1837614418519422,1.0,4.882801922586371,5.849324779946859,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.13318886821631,1.0,4.574710978503383,5.899897353582492,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,4.330733340286331,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.0106352940962555,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0592766099295403,1.0,4.543294782270004,5.973809611869261,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.13318886821631,1.0,5.093750200806762,5.899897353582492,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,4.912654885736052,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,5.170483995038151,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.180883742024327,1.0,5.384495062789089,5.8522024797744745,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0542004568976794,1.0,5.332718793265369,5.978885764901122,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
0.0,-0.1469821903486456,1.0,5.181783550292085,5.886104031450156,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1609684323233855,1.0,4.406719247264253,5.872117789475416,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0072202479734873,1.0,5.0369526024136295,6.025865973825314,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.0,1.0,4.770684624465665,6.0330862217988015,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0072202479734873,1.0,4.983606621708336,6.025865973825314,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0169290621004476,1.0,5.298317366548036,6.016157159698354,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1088304243842692,1.0,4.406719247264253,5.924255797414532,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1780142995963745,1.0,5.723585101952381,5.855071922202427,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
0.0,-0.1304528883974356,1.0,4.48863636973214,5.902633333401366,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0391247944922321,1.0,5.480638923341991,5.993961427306569,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1982754847361967,1.0,4.564348191467836,5.834810737062605,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0876656131922262,1.0,4.553876891600541,5.945420608606575,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0824436692110746,1.0,4.820281565605037,5.950642552587727,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.0096386288377683,1.0,4.672828834461906,6.023447592961033,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,0.1089511837885544,0.0,4.969813299576001,6.142037405587356,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
0.0,-0.0618243820083392,1.0,4.248495242049359,5.971261839790462,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1034970784089068,1.0,4.499809670330265,5.929589143389895,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.1141923675256553,1.0,4.330733340286331,5.918893854273146,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2016
1.0,-0.180883742024327,1.0,5.135798437050262,5.8522024797744745,0.0,0.0,0.0,1.0,0.0,0.0,1,1,2016
1.0,-0.1250032836298702,1.0,4.875197323201151,5.908082938168931,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2016
1.0,0.0095466118835796,0.0,5.19295685089021,6.042632833682381,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.1815218766233899,0.0,4.700480365792417,6.214608098422191,0.0,0.0,0.0,1.0,0.0,0.0,1,1,2016
0.0,-0.0542004568976794,1.0,4.564348191467836,5.978885764901122,0.0,0.0,0.0,1.0,0.0,0.0,1,1,2016
1.0,0.0,1.0,4.919980925828125,6.0330862217988015,0.0,0.0,0.0,1.0,0.0,0.0,1,1,2016
1.0,-0.0567353125008676,1.0,4.6913478822291435,5.976350909297934,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2016
0.0,-0.0772488523339705,1.0,4.59511985013459,5.955837369464831,0.0,0.0,0.0,1.0,0.0,0.0,1,1,2016
0.0,-0.1168841591913665,1.0,4.976733742420574,5.916202062607435,0.0,0.0,0.0,1.0,0.0,0.0,1,1,2016
1.0,0.0,1.0,4.948759890378168,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2016
1.0,-0.1525532353981011,1.0,4.727387818712341,5.8805329864007,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2016
1.0,-0.0291991546922627,1.0,4.174387269895637,6.003887067106539,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2016
1.0,-0.1442082634659209,1.0,5.030437921392435,5.8888779583328805,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2016
1.0,0.0,1.0,5.135798437050262,6.0330862217988015,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2016
1.0,-0.0695068781803556,1.0,5.081404364984463,5.963579343618446,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2016
1.0,-0.0391247944922321,1.0,4.912654885736052,5.993961427306569,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2016
1.0,-0.0902868466721003,1.0,4.875197323201151,5.942799375126701,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2016
1.0,0.0,1.0,5.384495062789089,6.0330862217988015,0.0,0.0,0.0,1.0,0.0,0.0,1,1,2016
0.0,-0.1061601958283908,1.0,5.1298987149230735,5.926926025970411,0.0,0.0,0.0,1.0,0.0,0.0,1,1,2016
1.0,0.0,1.0,4.454347296253507,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2016
1.0,-0.1061601958283908,1.0,4.6443908991413725,5.926926025970411,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.1168841591913665,1.0,5.4116460518550396,5.916202062607435,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2016
0.0,-0.0416216746908197,1.0,4.6913478822291435,5.991464547107982,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.1469821903486456,1.0,4.941642422609304,5.886104031450156,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.1751530673153425,1.0,4.7535901911063645,5.857933154483459,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
0.0,-0.0929149690783699,1.0,4.770684624465665,5.940171252720432,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.0717070106161834,0.0,4.787491742782046,6.104793232414985,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.0516720105443209,1.0,5.093750200806762,5.981414211254481,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.0618243820083392,1.0,5.187385805840755,5.971261839790462,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.0,1.0,5.159055299214529,6.0330862217988015,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.0669394826751093,1.0,5.0369526024136295,5.966146739123692,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.0441248049089377,1.0,5.579729825986222,5.988961416889864,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.1304528883974356,1.0,5.298317366548036,5.902633333401366,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.0959639882617438,0.0,4.736198448394496,6.129050210060545,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.0981920261792135,1.0,5.049856007249537,5.934894195619588,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
0.0,-0.0441248049089377,1.0,4.6443908991413725,5.988961416889864,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.0283706971292154,0.0,4.553876891600541,6.061456918928017,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.0190029471256156,0.0,4.727387818712341,6.052089168924417,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
0.0,0.111099412326844,0.0,5.58724865840025,6.144185634125646,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.0695068781803556,1.0,4.406719247264253,5.963579343618446,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.1359323541620609,1.0,4.8283137373023015,5.8971538676367405,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.0242730363562069,1.0,4.912654885736052,6.008813185442595,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.02181904739464,1.0,5.0106352940962555,6.0112671744041615,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,0.111099412326844,0.0,5.14166355650266,6.144185634125646,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
0.0,0.13443026908954,0.0,5.187385805840755,6.1675164908883415,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.1034970784089068,1.0,5.111987788356544,5.929589143389895,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
0.0,0.1531224021016921,0.0,5.0238805208462765,6.186208623900494,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
0.0,0.0915971690954036,0.0,4.3694478524670215,6.124683390894205,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
0.0,0.1067983304274537,0.0,4.605170185988092,6.139884552226255,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
1.0,-0.13318886821631,1.0,4.890349128221754,5.899897353582492,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016
