originated,diff_log_loan_amount,below_limit,applicant_income_log,log_loan_amount,agency_1,agency_2,agency_3,agency_5,agency_7,agency_9,loan_purpose,occupancy,year
0.0,0.1815218766233899,0.0,4.51085950651685,6.214608098422191,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2014
1.0,-0.0720808821755278,1.0,5.5053315359323625,5.961005339623274,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2014
1.0,-0.1982754847361967,1.0,4.882801922586371,5.834810737062605,0.0,0.0,0.0,1.0,0.0,0.0,1,1,2014
1.0,0.0,1.0,4.804021044733257,6.0330862217988015,0.0,0.0,0.0,1.0,0.0,0.0,1,1,2014
1.0,0.0,1.0,4.852030263919617,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2014
1.0,0.1531224021016921,0.0,4.430816798843313,6.186208623900494,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2014
1.0,-0.0824436692110746,1.0,4.59511985013459,5.950642552587727,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2014
1.0,0.0,1.0,5.638354669333745,6.0330862217988015,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2014
1.0,0.1089511837885544,0.0,5.480638923341991,6.142037405587356,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2014
0.0,-0.13318886821631,1.0,5.147494476813453,5.899897353582492,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2014
1.0,-0.02181904739464,1.0,5.303304908059076,6.0112671744041615,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014
1.0,-0.1008410343507906,1.0,4.9344739331306915,5.932245187448011,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014
1.0,-0.1694550462007047,1.0,5.0106352940962555,5.863631175598097,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2014
1.0,0.0,1.0,4.61512051684126,6.0330862217988015,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2014
1.0,-0.1895418047674413,1.0,4.02535169073515,5.84354441703136,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014
1.0,-0.1442082634659209,1.0,5.0106352940962555,5.8888779583328805,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014
1.0,-0.195355774632862,1.0,5.093750200806762,5.83773044716594,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014
1.0,-0.1497638333105229,1.0,4.812184355372417,5.883322388488279,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014
1.0,0.1238927637867535,0.0,4.919980925828125,6.156978985585555,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014
1.0,-0.1088304243842692,1.0,5.081404364984463,5.924255797414532,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014
1.0,-0.0746615287690195,1.0,5.0106352940962555,5.958424693029782,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014
1.0,0.0491326885776448,0.0,5.966146739123692,6.082218910376446,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014
0.0,-0.1837614418519422,1.0,4.718498871295094,5.849324779946859,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014
1.0,0.1815218766233899,0.0,5.187385805840755,6.214608098422191,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2014
